,0,1,2
0,DFJ001,KPI_ReachDRER_CPD_IP,6055
1,DGQ001,KPI_ReachDRER_CPD_IP,20
2,DSA001,KPI_ReachDRER_CPD_IP,524721
3,DHU001,KPI_ReachDRR_CPD_IP,
4,DFJ001,KPI_ReachDRR_CPD_IP,144
5,DSA001,KPI_ReachDRR_CPD_IP,61535
6,DFJ001,KPI_ReachH_CPD_IP,210
7,DSA001,KPI_ReachH_CPD_IP,816353
8,DSA001,KPI_ReachHPM_CPD_IP,15044
9,DFJ001,KPI_ReachLTSPD_CPD_IP,2897
10,DSA001,KPI_ReachM_CPD_IP,21
11,DGQ001,KPI_ReachRCRCEd_CPD_IP,60
12,DHU001,KPI_ReachS_CPD_IP,
13,DHU001,KPI_ReachSI_CPD_IP,
14,DFJ001,KPI_ReachSI_CPD_IP,56
15,DHU001,KPI_TrainFA_Tot_IP,101904
16,DFJ001,KPI_TrainFA_Tot_IP,4782
17,DGQ001,KPI_TrainFA_Tot_IP,15
18,DSA001,KPI_TrainFA_Tot_IP,78037
19,DHU001,KPI_DonBlood_Tot_IP,233982
20,DSA001,KPI_DonBlood_Tot_IP,13861
21,DFJ001,KPI_GB_Tot_IP,8
22,DGQ001,KPI_GB_Tot_IP,7
23,DSA001,KPI_GB_Tot_IP,13
24,DHU001,KPI_PeopleVol_Tot_IP,10980
25,DFJ001,KPI_PeopleVol_Tot_IP,539
26,DGQ001,KPI_PeopleVol_Tot_IP,130
27,DSA001,KPI_PeopleVol_Tot_IP,110245
28,DHU001,KPI_PStaff_Tot_IP,973
29,DFJ001,KPI_PStaff_Tot_IP,28
30,DGQ001,KPI_PStaff_Tot_IP,17
31,DSA001,KPI_PStaff_Tot_IP,9713
32,DHU001,KPI_noLocalUnits_IP,1503
33,DGQ001,KPI_noLocalUnits_IP,17
34,DSA001,KPI_noLocalUnits_IP,601
35,DHU001,KPI_IncomeLC_CHF_IP,34213
36,DGQ001,KPI_IncomeLC_CHF_IP,199847
37,DSA001,KPI_IncomeLC_CHF_IP,583569
38,DHU001,KPI_expenditureLC_CHF_IP,
39,DGQ001,KPI_expenditureLC_CHF_IP,198780
