,0,1,2
0,DMT001,KPI_Climate_CPD_IP,0
1,DHT001,KPI_Climate_CPD_IP,102793
2,DPE001,KPI_Climate_CPD_IP,0
3,DMT001,KPI_ClimateHeat_CPD_IP,0
4,DVE001,KPI_ClimateHeat_CPD_IP,728
5,DVN001,KPI_ClimateHeat_CPD_IP,0
6,DMR001,KPI_ReachCTP_CPD_IP,31500
7,DBO001,KPI_ReachCTP_CPD_IP,
8,DHU001,KPI_ReachCTP_CPD_IP,3639
9,DUY001,KPI_ReachCTP_CPD_IP,613
10,DET001,KPI_ReachCTP_CPD_IP,
11,DMT001,KPI_ReachCTP_CPD_IP,0
12,DHT001,KPI_ReachCTP_CPD_IP,14380
13,DPE001,KPI_ReachCTP_CPD_IP,484
14,DSG001,KPI_ReachCTP_CPD_IP,
15,DSN001,KPI_ReachCTP_CPD_IP,865
16,DVN001,KPI_ReachCTP_CPD_IP,207384
17,DFM001,KPI_ReachDRER_CPD_IP,
18,DID001,KPI_ReachDRER_CPD_IP,5894635
19,DBS001,KPI_ReachDRER_CPD_IP,11801
20,DFR001,KPI_ReachDRER_CPD_IP,
21,DLV001,KPI_ReachDRER_CPD_IP,
22,DMD001,KPI_ReachDRER_CPD_IP,31141
23,DHU001,KPI_ReachDRER_CPD_IP,160891
24,DUY001,KPI_ReachDRER_CPD_IP,109
25,DET001,KPI_ReachDRER_CPD_IP,
26,DMT001,KPI_ReachDRER_CPD_IP,0
27,DGR001,KPI_ReachDRER_CPD_IP,2533
28,DPE001,KPI_ReachDRER_CPD_IP,0
29,DVE001,KPI_ReachDRER_CPD_IP,90691
30,DTO001,KPI_ReachDRER_CPD_IP,896
31,DSG001,KPI_ReachDRER_CPD_IP,
32,DSN001,KPI_ReachDRER_CPD_IP,1822
33,DTV001,KPI_ReachDRER_CPD_IP,
34,DVN001,KPI_ReachDRER_CPD_IP,73240
35,DGD001,KPI_ReachDRER_CPD_IP,257
36,DFJ001,KPI_ReachDRER_CPD_IP,559450
37,DMC001,KPI_ReachDRR_CPD_IP,
38,DFM001,KPI_ReachDRR_CPD_IP,
39,DMR001,KPI_ReachDRR_CPD_IP,2220000
40,DBS001,KPI_ReachDRR_CPD_IP,30100
41,DFR001,KPI_ReachDRR_CPD_IP,
42,DLV001,KPI_ReachDRR_CPD_IP,
43,DHU001,KPI_ReachDRR_CPD_IP,1149
44,DUA001,KPI_ReachDRR_CPD_IP,
45,DUY001,KPI_ReachDRR_CPD_IP,148
46,DET001,KPI_ReachDRR_CPD_IP,
47,DSI001,KPI_ReachDRR_CPD_IP,
48,DDZ001,KPI_ReachDRR_CPD_IP,6000
49,DMT001,KPI_ReachDRR_CPD_IP,0
50,DPE001,KPI_ReachDRR_CPD_IP,0
51,DVE001,KPI_ReachDRR_CPD_IP,6092
52,DTO001,KPI_ReachDRR_CPD_IP,342
53,DSN001,KPI_ReachDRR_CPD_IP,1718
54,DVN001,KPI_ReachDRR_CPD_IP,33211
55,DGD001,KPI_ReachDRR_CPD_IP,9
56,DFJ001,KPI_ReachDRR_CPD_IP,6446
57,DMC001,KPI_ReachH_CPD_IP,
58,DID001,KPI_ReachH_CPD_IP,8533681
59,DMR001,KPI_ReachH_CPD_IP,245000
60,DFR001,KPI_ReachH_CPD_IP,
61,DMD001,KPI_ReachH_CPD_IP,8480
62,DHU001,KPI_ReachH_CPD_IP,2561
63,DLK001,KPI_ReachH_CPD_IP,5875175
64,DUY001,KPI_ReachH_CPD_IP,681
65,DTN001,KPI_ReachH_CPD_IP,22024
66,DET001,KPI_ReachH_CPD_IP,
67,DDZ001,KPI_ReachH_CPD_IP,215000
68,DMT001,KPI_ReachH_CPD_IP,0
69,DGR001,KPI_ReachH_CPD_IP,16328
70,DPE001,KPI_ReachH_CPD_IP,9346
71,DVE001,KPI_ReachH_CPD_IP,339932
72,DTO001,KPI_ReachH_CPD_IP,473
73,DSN001,KPI_ReachH_CPD_IP,15445
74,DVN001,KPI_ReachH_CPD_IP,4353898
75,DGD001,KPI_ReachH_CPD_IP,48
76,DBS001,KPI_ReachHI_CPD_IP,30000
77,DLK001,KPI_ReachHI_CPD_IP,5875175
78,DUY001,KPI_ReachHI_CPD_IP,34650
79,DDZ001,KPI_ReachHI_CPD_IP,70000
80,DHT001,KPI_ReachHI_CPD_IP,0
81,DPE001,KPI_ReachHI_CPD_IP,1296865
82,DVE001,KPI_ReachHI_CPD_IP,147078
83,DFJ001,KPI_ReachHI_CPD_IP,576757
84,DID001,KPI_ReachHPM_CPD_IP,1675398
85,DBS001,KPI_ReachHPM_CPD_IP,40
86,DMD001,KPI_ReachHPM_CPD_IP,14060
87,DHU001,KPI_ReachHPM_CPD_IP,16050
88,DUY001,KPI_ReachHPM_CPD_IP,1854
89,DDZ001,KPI_ReachHPM_CPD_IP,3100
90,DMT001,KPI_ReachHPM_CPD_IP,35
91,DHT001,KPI_ReachHPM_CPD_IP,28335
92,DPE001,KPI_ReachHPM_CPD_IP,342
93,DVE001,KPI_ReachHPM_CPD_IP,6209
94,DSN001,KPI_ReachHPM_CPD_IP,7600
95,DMC001,KPI_ReachL_CPD_IP,
96,DMR001,KPI_ReachL_CPD_IP,52430
97,DPH001,KPI_ReachL_CPD_IP,
98,DUA001,KPI_ReachL_CPD_IP,
99,DUY001,KPI_ReachL_CPD_IP,11238
100,DTN001,KPI_ReachL_CPD_IP,10000
101,DMN001,KPI_ReachL_CPD_IP,
102,DET001,KPI_ReachL_CPD_IP,
103,DMT001,KPI_ReachL_CPD_IP,0
104,DGR001,KPI_ReachL_CPD_IP,14508
105,DHT001,KPI_ReachL_CPD_IP,59267
106,DVE001,KPI_ReachL_CPD_IP,6840
107,DSN001,KPI_ReachL_CPD_IP,569
108,DVN001,KPI_ReachL_CPD_IP,319732
109,DGD001,KPI_ReachL_CPD_IP,257
110,DKW001,KPI_ReachL_CPD_IP,
111,DFJ001,KPI_ReachL_CPD_IP,304
112,DMC001,KPI_ReachLTSPD_CPD_IP,
113,DFM001,KPI_ReachLTSPD_CPD_IP,
114,DID001,KPI_ReachLTSPD_CPD_IP,17642963
115,DMR001,KPI_ReachLTSPD_CPD_IP,26600
116,DBS001,KPI_ReachLTSPD_CPD_IP,2285
117,DFR001,KPI_ReachLTSPD_CPD_IP,
118,DBO001,KPI_ReachLTSPD_CPD_IP,
119,DUA001,KPI_ReachLTSPD_CPD_IP,
120,DUY001,KPI_ReachLTSPD_CPD_IP,6440
121,DET001,KPI_ReachLTSPD_CPD_IP,
122,DSI001,KPI_ReachLTSPD_CPD_IP,
123,DGA001,KPI_ReachLTSPD_CPD_IP,
124,DDZ001,KPI_ReachLTSPD_CPD_IP,86000
125,DMT001,KPI_ReachLTSPD_CPD_IP,0
126,DGR001,KPI_ReachLTSPD_CPD_IP,184819
127,DPE001,KPI_ReachLTSPD_CPD_IP,0
128,DVE001,KPI_ReachLTSPD_CPD_IP,286835
129,DTO001,KPI_ReachLTSPD_CPD_IP,124
130,DSN001,KPI_ReachLTSPD_CPD_IP,1286
131,DGD001,KPI_ReachLTSPD_CPD_IP,915
132,DFJ001,KPI_ReachLTSPD_CPD_IP,126461
133,DMR001,KPI_ReachM_CPD_IP,191
134,DPH001,KPI_ReachM_CPD_IP,
135,DMD001,KPI_ReachM_CPD_IP,31141
136,DHU001,KPI_ReachM_CPD_IP,160891
137,DUY001,KPI_ReachM_CPD_IP,2982
138,DET001,KPI_ReachM_CPD_IP,
139,DUZ001,KPI_ReachM_CPD_IP,
140,DGA001,KPI_ReachM_CPD_IP,
141,DDZ001,KPI_ReachM_CPD_IP,400000
142,DMT001,KPI_ReachM_CPD_IP,44
143,DGR001,KPI_ReachM_CPD_IP,78497
144,DVE001,KPI_ReachM_CPD_IP,34969
145,DTO001,KPI_ReachM_CPD_IP,3
146,DSG001,KPI_ReachM_CPD_IP,
147,DGD001,KPI_ReachM_CPD_IP,2
148,DFJ001,KPI_ReachM_CPD_IP,0
149,DMT001,KPI_ReachRCRCEd_CPD_IP,0
150,DPE001,KPI_ReachRCRCEd_CPD_IP,0
151,DVE001,KPI_ReachRCRCEd_CPD_IP,1335
152,DTO001,KPI_ReachRCRCEd_CPD_IP,19
153,DSN001,KPI_ReachRCRCEd_CPD_IP,650
154,DFJ001,KPI_ReachRCRCEd_CPD_IP,0
155,DGH001,KPI_ReachS_CPD_IP,
156,DMR001,KPI_ReachS_CPD_IP,60
157,DMD001,KPI_ReachS_CPD_IP,3800
158,DBO001,KPI_ReachS_CPD_IP,
159,DHU001,KPI_ReachS_CPD_IP,20
160,DDO001,KPI_ReachS_CPD_IP,
161,DUY001,KPI_ReachS_CPD_IP,711
162,DTN001,KPI_ReachS_CPD_IP,10000
163,DMN001,KPI_ReachS_CPD_IP,
164,DET001,KPI_ReachS_CPD_IP,
165,DUZ001,KPI_ReachS_CPD_IP,
166,DMT001,KPI_ReachS_CPD_IP,0
167,DGR001,KPI_ReachS_CPD_IP,444
168,DPE001,KPI_ReachS_CPD_IP,0
169,DVE001,KPI_ReachS_CPD_IP,440
170,DTO001,KPI_ReachS_CPD_IP,315
171,DSN001,KPI_ReachS_CPD_IP,2154
172,DVN001,KPI_ReachS_CPD_IP,14978
173,DFJ001,KPI_ReachS_CPD_IP,6769
174,DMC001,KPI_ReachSI_CPD_IP,
175,DFM001,KPI_ReachSI_CPD_IP,
176,DLI001,KPI_ReachSI_CPD_IP,
177,DGH001,KPI_ReachSI_CPD_IP,
