,0,1,2
0,DMT001,KPI_Climate_CPD_IP,
1,DMT001,KPI_ClimateHeat_CPD_IP,
2,DMT001,KPI_ReachCTP_CPD_IP,
3,DSA001,KPI_ReachDRER_CPD_IP,524721
4,DGQ001,KPI_ReachDRER_CPD_IP,20
5,DMT001,KPI_ReachDRER_CPD_IP,
6,DSA001,KPI_ReachDRR_CPD_IP,61535
7,DMT001,KPI_ReachDRR_CPD_IP,
8,DSA001,KPI_ReachH_CPD_IP,816353
9,DMT001,KPI_ReachH_CPD_IP,
10,DSA001,KPI_ReachHPM_CPD_IP,15044
11,DMT001,KPI_ReachL_CPD_IP,
12,DMT001,KPI_ReachLTSPD_CPD_IP,
13,DSA001,KPI_ReachM_CPD_IP,21
14,DSL001,KPI_ReachM_CPD_IP,
15,DGQ001,KPI_ReachRCRCEd_CPD_IP,60
16,DMT001,KPI_ReachRCRCEd_CPD_IP,
17,DMT001,KPI_ReachS_CPD_IP,
18,DSA001,KPI_TrainFA_Tot_IP,78037
19,DGQ001,KPI_TrainFA_Tot_IP,15
20,DSA001,KPI_DonBlood_Tot_IP,13861
21,DSA001,KPI_GB_Tot_IP,13
22,DGQ001,KPI_GB_Tot_IP,7
23,DTT001,KPI_GB_Tot_IP,
24,DSA001,KPI_PeopleVol_Tot_IP,110245
25,DGQ001,KPI_PeopleVol_Tot_IP,130
26,DMT001,KPI_PeopleVol_Tot_IP,115
27,DTT001,KPI_PeopleVol_Tot_IP,
28,DSA001,KPI_PStaff_Tot_IP,9713
29,DGQ001,KPI_PStaff_Tot_IP,17
30,DTT001,KPI_PStaff_Tot_IP,
31,DSA001,KPI_noLocalUnits_IP,601
32,DGQ001,KPI_noLocalUnits_IP,17
33,DSA001,KPI_IncomeLC_CHF_IP,583569
34,DGQ001,KPI_IncomeLC_CHF_IP,199847
35,DGQ001,KPI_expenditureLC_CHF_IP,198780
